filename,Unnamed: 0,test_id,env_id,n_agents,x_dim,y_dim,n_cities,max_rail_pairs_in_city,n_envs_run,seed,grid_mode,max_rails_between_cities,malfunction_duration_min,malfunction_duration_max,malfunction_interval,speed_ratios,reward,normalized_reward,percentage_complete,steps,simulation_time,nb_malfunctioning_trains,nb_deadlocked_trains,controller_inference_time_min,controller_inference_time_mean,controller_inference_time_max
Test_02/Level_6.pkl,26,Test_02,Level_6,20,30,30,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-603.0,0.9083586626139818,0.75,329.0,0.6806521415710449,15.0,0.0,6.771087646484375e-05,0.0005416427772391358,0.005079984664916992
Test_02/Level_7.pkl,27,Test_02,Level_7,20,30,30,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-1453.0,0.8473739495798319,0.6,476.0,1.4844613075256348,15.0,0.0,6.771087646484375e-05,0.0005952589280675092,0.007346391677856445
Test_02/Level_8.pkl,28,Test_02,Level_8,20,30,30,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-2128.0,0.7921875,0.5,512.0,1.3195905685424805,21.0,0.0,6.771087646484375e-05,0.0006394741264501271,0.007346391677856445
Test_02/Level_9.pkl,29,Test_02,Level_9,20,30,30,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-703.0,0.9018156424581005,0.8,358.0,0.8420329093933105,12.0,0.0,6.771087646484375e-05,0.0006519290686603261,0.007346391677856445
Test_03/Level_0.pkl,30,Test_03,Level_0,50,30,35,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-5094.0,0.7750993377483444,0.58,453.0,2.35923433303833,40.0,0.0,6.771087646484375e-05,0.0007467715943281611,0.008153676986694336
Test_03/Level_1.pkl,31,Test_03,Level_1,50,30,35,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-5461.0,0.7063978494623656,0.2,372.0,2.148542881011963,35.0,0.0,6.771087646484375e-05,0.0008652248487919003,0.009498119354248047
Test_03/Level_2.pkl,32,Test_03,Level_2,50,30,35,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-5052.0,0.7523529411764706,0.4,408.0,2.048088788986206,33.0,0.0,6.771087646484375e-05,0.000952414435502354,0.014740705490112305
Test_03/Level_3.pkl,33,Test_03,Level_3,50,30,35,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-8996.0,0.6485937500000001,0.16,512.0,3.2418434619903564,45.0,0.0,6.771087646484375e-05,0.0010868995081142092,0.016884326934814453
Test_03/Level_4.pkl,34,Test_03,Level_4,50,30,35,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-6352.0,0.7279657387580301,0.5,467.0,2.8080437183380127,41.0,0.0,6.771087646484375e-05,0.001178475909126492,0.016884326934814453
Test_03/Level_5.pkl,35,Test_03,Level_5,50,30,35,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-3597.0,0.7393478260869566,0.46,276.0,1.2964234352111816,25.0,0.0,6.771087646484375e-05,0.0012067460802826795,0.016884326934814453
Test_03/Level_6.pkl,36,Test_03,Level_6,50,30,35,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-5856.0,0.7301382488479262,0.2,434.0,2.114570140838623,39.0,0.0,6.771087646484375e-05,0.0012610335163745216,0.016884326934814453
Test_03/Level_7.pkl,37,Test_03,Level_7,50,30,35,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-6262.0,0.7053176470588236,0.08,425.0,2.616295337677002,40.0,0.0,6.771087646484375e-05,0.0013351988090772808,0.016884326934814453
Test_03/Level_8.pkl,38,Test_03,Level_8,50,30,35,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-2911.0,0.8235757575757576,0.66,330.0,1.6793105602264404,23.0,0.0,6.771087646484375e-05,0.0013678173528158999,0.016884326934814453
Test_03/Level_9.pkl,39,Test_03,Level_9,50,30,35,3,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-3721.0,0.8184878048780488,0.52,410.0,2.4564478397369385,33.0,0.0,6.771087646484375e-05,0.001424065242699225,0.016884326934814453
Test_04/Level_0.pkl,40,Test_04,Level_0,80,35,30,5,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-12607.0,0.6089640198511166,0.075,403.0,3.7717127799987793,52.0,0.0,6.771087646484375e-05,0.0015582092399234954,0.016884326934814453
Test_04/Level_1.pkl,41,Test_04,Level_1,80,35,30,5,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-13455.0,0.6436705508474576,0.0625,472.0,5.18502140045166,62.0,0.0,6.771087646484375e-05,0.0017550070803003586,0.020808696746826172
Test_04/Level_2.pkl,42,Test_04,Level_2,80,35,30,5,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-12975.0,0.6379743303571428,0.2,448.0,4.507559537887573,60.0,0.0,6.771087646484375e-05,0.0019168306075770638,0.02327871322631836
Test_04/Level_3.pkl,43,Test_04,Level_3,80,35,30,5,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-16739.0,0.6202586206896552,0.1,551.0,6.075908422470093,75.0,0.0,6.771087646484375e-05,0.002116590073943321,0.02327871322631836
Test_04/Level_4.pkl,44,Test_04,Level_4,80,35,30,5,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-18659.0,0.6411730769230769,0.075,650.0,6.252591848373413,91.0,0.0,6.771087646484375e-05,0.002284657091592298,0.02327871322631836
Test_04/Level_5.pkl,45,Test_04,Level_5,80,35,30,5,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-9931.0,0.756593137254902,0.3125,510.0,5.090761184692383,63.0,0.0,6.771087646484375e-05,0.002406550500032712,0.02327871322631836
Test_04/Level_6.pkl,46,Test_04,Level_6,80,35,30,5,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-8210.0,0.7573877068557919,0.225,423.0,3.7654387950897217,54.0,0.0,6.771087646484375e-05,0.002467843379786599,0.02327871322631836
Test_04/Level_7.pkl,47,Test_04,Level_7,80,35,30,5,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-11499.0,0.737225776965265,0.275,547.0,5.147525072097778,77.0,0.0,6.771087646484375e-05,0.0025773736399616574,0.02327871322631836
Test_04/Level_8.pkl,48,Test_04,Level_8,80,35,30,5,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-11641.0,0.7649232633279484,0.3625,619.0,5.793647527694702,79.0,0.0,6.771087646484375e-05,0.002681833770001278,0.06177926063537598
Test_04/Level_9.pkl,49,Test_04,Level_9,80,35,30,5,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",-11925.0,0.6450892857142857,0.075,420.0,4.1066224575042725,56.0,0.0,6.771087646484375e-05,0.002758159771729282,0.06177926063537598
Test_05/Level_0.pkl,50,Test_05,Level_0,80,45,35,7,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_05/Level_1.pkl,51,Test_05,Level_1,80,45,35,7,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_05/Level_2.pkl,52,Test_05,Level_2,80,45,35,7,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_05/Level_3.pkl,53,Test_05,Level_3,80,45,35,7,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_05/Level_4.pkl,54,Test_05,Level_4,80,45,35,7,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_05/Level_5.pkl,55,Test_05,Level_5,80,45,35,7,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_05/Level_6.pkl,56,Test_05,Level_6,80,45,35,7,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_05/Level_7.pkl,57,Test_05,Level_7,80,45,35,7,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_05/Level_8.pkl,58,Test_05,Level_8,80,45,35,7,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_05/Level_9.pkl,59,Test_05,Level_9,80,45,35,7,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_06/Level_0.pkl,60,Test_06,Level_0,80,40,60,9,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_06/Level_1.pkl,61,Test_06,Level_1,80,40,60,9,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_06/Level_2.pkl,62,Test_06,Level_2,80,40,60,9,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_06/Level_3.pkl,63,Test_06,Level_3,80,40,60,9,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_06/Level_4.pkl,64,Test_06,Level_4,80,40,60,9,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_06/Level_5.pkl,65,Test_06,Level_5,80,40,60,9,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_06/Level_6.pkl,66,Test_06,Level_6,80,40,60,9,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_06/Level_7.pkl,67,Test_06,Level_7,80,40,60,9,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_06/Level_8.pkl,68,Test_06,Level_8,80,40,60,9,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_06/Level_9.pkl,69,Test_06,Level_9,80,40,60,9,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_07/Level_0.pkl,70,Test_07,Level_0,80,60,40,13,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_07/Level_1.pkl,71,Test_07,Level_1,80,60,40,13,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_07/Level_2.pkl,72,Test_07,Level_2,80,60,40,13,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_07/Level_3.pkl,73,Test_07,Level_3,80,60,40,13,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_07/Level_4.pkl,74,Test_07,Level_4,80,60,40,13,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_07/Level_5.pkl,75,Test_07,Level_5,80,60,40,13,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_07/Level_6.pkl,76,Test_07,Level_6,80,60,40,13,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_07/Level_7.pkl,77,Test_07,Level_7,80,60,40,13,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_07/Level_8.pkl,78,Test_07,Level_8,80,60,40,13,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_07/Level_9.pkl,79,Test_07,Level_9,80,60,40,13,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_08/Level_0.pkl,80,Test_08,Level_0,80,60,60,17,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_08/Level_1.pkl,81,Test_08,Level_1,80,60,60,17,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_08/Level_2.pkl,82,Test_08,Level_2,80,60,60,17,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_08/Level_3.pkl,83,Test_08,Level_3,80,60,60,17,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_08/Level_4.pkl,84,Test_08,Level_4,80,60,60,17,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_08/Level_5.pkl,85,Test_08,Level_5,80,60,60,17,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_08/Level_6.pkl,86,Test_08,Level_6,80,60,60,17,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_08/Level_7.pkl,87,Test_08,Level_7,80,60,60,17,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_08/Level_8.pkl,88,Test_08,Level_8,80,60,60,17,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_08/Level_9.pkl,89,Test_08,Level_9,80,60,60,17,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_09/Level_0.pkl,90,Test_09,Level_0,100,80,120,21,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_09/Level_1.pkl,91,Test_09,Level_1,100,80,120,21,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_09/Level_2.pkl,92,Test_09,Level_2,100,80,120,21,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_09/Level_3.pkl,93,Test_09,Level_3,100,80,120,21,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_09/Level_4.pkl,94,Test_09,Level_4,100,80,120,21,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_09/Level_5.pkl,95,Test_09,Level_5,100,80,120,21,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_09/Level_6.pkl,96,Test_09,Level_6,100,80,120,21,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_09/Level_7.pkl,97,Test_09,Level_7,100,80,120,21,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_09/Level_8.pkl,98,Test_09,Level_8,100,80,120,21,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_09/Level_9.pkl,99,Test_09,Level_9,100,80,120,21,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_10/Level_0.pkl,100,Test_10,Level_0,100,100,80,25,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_10/Level_1.pkl,101,Test_10,Level_1,100,100,80,25,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
Test_10/Level_2.pkl,102,Test_10,Level_2,100,100,80,25,2,10,NA,False,2,20,50,540,"{1.0: 0.25, 0.5: 0.25, 0.33: 0.25, 0.25: 0.25}",,,,,,,,,,
